Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
674,Shenquiornis_mengi,Shenqiornis,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,38.8,NA,NA,4.24,NA,NA,45,NA,NA,NA,NA,42,25,Wang et al 2010; DNHM D2950,,0,0,"DMNH, Dalian Museum of Natural History",DNHM D2950,NA,NA,13.32072733,0.0509,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.251813517,0.201456764
570,Shenzhouraptor_sinensis,not,Theropoda,Avialae,Avialae,121,119.4,55.4,NA,NA,6,68.3,NA,79.8,NA,NA,NA,NA,81,34.6,Ji et al. 2002,,0,0,"LPM, Liaonin Paleontological Museum, China",LPM 0193,NA,NA,19.0465186,0.0501,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.67299308,0.203110885
571,Shenzhousaurus_orientalis,Shenzhousaurus,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Barremian,Early_Aptian,191,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ji et al. 2003; NGMC (National Geological Museum of China) 97-4-002,,0,0,NGMC (National Geological Museum of China),NGMC 97-4-002,NA,NA,62,0,measured,NA,NA,NA,17.26765296,0.135
572,Shidaisaurus_jinae,Shidaisaurus,Theropoda,Allosauroidea,Allosauroidea,Middle_Jurassic,Middle_Jurassic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wu et al. 2009,,0,0,"LDM, Lufeng Dinosaur Museum, China",LDM-LCA 9701-IV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,Shixinggia_oblita,Shixinggia,Theropoda,Oviraptorosauria,Oviraptorosauria,Maastrichtian,Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lu & Zhang 2005; BPV-112 (Beijing Natural History Museum),,0,0,BPV (Beijing Natural History Museum),BPV-112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,Shuangmiaosaurus_gilmorei,Shuangmiaosaurus_gilmorei,Ornithischia,Hadrosauroidea,Hadrosauroidea,Cenomanian,Turonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,You et al. 2003c,no limbs; only maxilla and dentary known from two separate specimens; maxilla 450mm long,0,0,"LPM, Liaoning Paleontological Museum, China",LPM 0165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,Shunosaurus_lii,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Bajocian,Callovian,1200,NA,165,NA,720,NA,720,NA,114,NA,NA,480,175,"Zhang 1988; ZDM  T5402, entered here",,0,0,"ZDM, Zigong Dinosaur Museum, Zigong, China",ZDM  T5402,NA,NA,436.51,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,323.02,0.0324,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,6532.466202,0.206375583
207,Shunosaurus_lii,Shunosaurus,Sauropodomorpha,Eusauropoda,Eusauropoda,Bajocian,Callovian,1250,NA,188,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,IVPP V9065 (largest reported individual:FL=1250; Fsml=188; TL=800; IL=840;PL=600); ,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V9065,NA,NA,494.85,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,NA,NA,NA,NA,NA
575,Shuvuuia_deserti,not,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Campanian,Late_Campanian,124.5,32,NA,NA,158.2,NA,32,17,NA,NA,NA,20,NA,IGM 100/1276 (JNC),,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/1276,NA,NA,32,0,measured,17,0,measured,2.802342394,0.135
574,Shuvuuia_deserti,Shuvuuia,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Campanian,Late_Campanian,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGM 100/1304 (J. Choiniere, pers. comm. 20 Nov 2011); Chiappe et al. 1998; only the skull has been described and referred specimens may represent a distinct taxon (Longrich & Currie 2009); MGI 100/975",,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/1304,NA,NA,33,0,measured,NA,NA,NA,3.049738944,0.135
576,Shuvuuia_deserti,not,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,14,NA,IGM 100/0977 (holotype; JNC),,0,0,"IGM, Institute of Geology, Ulaan Baatar, Mongolia",IGM 100/0977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,Siamodon_nimngami,not,Ornithischia,Iguanodontia,Iguanodontia,Aptian,Aptian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buffetaut and Suteethorn 2011,no limbs; maxilla length 430 mm,0,0,"PRC, Palaeontological Collection, Palaeontological Research and Education Centre, Mahasarakham University",PRC-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,Siamotyrannus_isanensis,Siamotyrannus,Theropoda,Allosauroidea,Allosauroidea,Barremian,Aptian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buffetaut et al. 1996,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
990,Silesaurus_opolensis,Silesaurus_opolensis,Dinosauromorpha,Dinosauromorpha,Dinosauromorpha,Carnian,Norian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dzik 2003; ZPAL Ab III/361/23,,0,0,"ZPAL, Institute of Paleobiology of the Polish Academy of Sciences, Warsaw, Poland",ZPAL Ab III/361/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,Silvisaurus_condrayi,Silvisaurus_condrayi,Ornithischia,Ankylosauria,Ankylosauria,Albian,Albian,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eaton 1960,"Appendicular skeleton is only partially known, and the femoral length is an estimate based on a distal portion",0,0,"KU, University of Kansas Museum, USA",KU 10296,NA,NA,165.02,0.0538,FC_for_quadrupedal_dinosaurs_using_FL_and_equation_.16.,NA,NA,NA,NA,NA
577,Similicaudipteryx_yixianensis,Similicaudipteryx,Theropoda,Oviraptorosauria,Oviraptorosauria,121,119.4,216,NA,19.4,NA,240,NA,130,NA,NA,NA,NA,NA,183,IVPP V12556 (CS); He et al. 2008,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 12556,NA,NA,65.69,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,20.2423732,0.182937575
578,Sinocalliopteryx_gigas,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Late_Barremian,Early_Aptian,250,NA,25.5,NA,280,NA,125,NA,NA,NA,NA,94,160,measured from figures in Ji et al. 2007,,0,0,"JMP, Jinzhou Museum of Paleontology, Jonzhou, China",JMP-V-05-8-01,NA,NA,85.16,0.0375,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,41.3244412,0.18288252
918,Sinoceratops_zhuchengensis,not,Ornithischia,Ceratopsidae,Ceratopsidae,Campanian,Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xu et al. 2010,Estimated total skull length 180 cm; mature,0,0,ZCDM,ZCDM V0010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,Sinornis_santensis,not,Theropoda,Avialae,Avialae,121,119.4,21,NA,1.7,NA,24.96,NA,24,NA,NA,NA,NA,22.2,14.6,O'Connor & Dyke 2010,,0,0,BPV (Beijing Natural History Museum),BPV 538a+b,NA,NA,6.51,0.0401,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,0.035171771,0.178617042
580,Sinornithoides_youngi,Sinornithoides,Theropoda,Troodontidae,Troodontidae,Valanginian,Albian,140,34.6,NA,11,191,NA,83,NA,NA,NA,NA,59.1,111,IVPP V9612 (CWS); Russell & Dong 1993; Currie & Dong 2001; both describing IVPP V9612,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V9612,NA,NA,34.6,0,measured,NA,NA,NA,3.47371433,0.135
581,Sinornithomimus_dongi,Sinornithomimus,Theropoda,Ornithomimosauria,Ornithomimosauria,Turonian,Turonian,323,NA,NA,NA,335,NA,212,NA,NA,NA,NA,145,213,Kobayashi & Lü 2003; holotype (IVPP-V11797-10),,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP-V11797-10,NA,NA,99.29,0.0581,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,63.02343599,0.230760474
583,Sinornithosaurus_haoiana,Sinornithosaurus,Theropoda,Dromaeosauridae,Dromaeosauridae,121,119.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,Liu et al. 2004; smaller than S. milleni,,0,0,"DNHM, Dalian Museum of Natural History, China",DNHM D2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Sinornithosaurus_milleni,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Barremian,Early_Aptian,148,NA,NA,9.5,NA,NA,134,NA,NA,NA,NA,100,93,"Xu et al. 1999a, 2000; IVPP V12811",,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12811,NA,NA,30.57362635,0.0493,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,2.472161542,0.201409132
584,Sinosauropteryx_prima,Sinosauropteryx,Theropoda,basal_coelurosaur,basal_coelurosaur,Late_Barremian,Early_Aptian,86.4,NA,NA,8.2,97,NA,35.5,NA,NA,NA,NA,21,65,"Chen et al. 1998; Currie & Chen, 2001; NIGP 127587",,0,0,"NIGP, Nanjing Institute of Geology and Palaeontology, China",NIGP 127587,NA,NA,26.27416551,0.0495,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,1.629760194,0.199297069
667,Sinotyrannus_kazuoensis,Sinotyrannus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,121,119.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,Sinovenator_changii,Sinovenator,Theropoda,Troodontidae,Troodontidae,Late_Barremian,Early_Aptian,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,"IVPP V 12615 (JNC); Xu et al. 2002c; IVPP V 12615; measurements omitted, scale bar length not stated",,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 12615,NA,NA,27.83,0.0589,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,1.909030385,0.227089837
586,Sinraptor_dongi,Sinraptor_dongi,Theropoda,Allosauroidea,Allosauroidea,Oxfordian,Oxfordian,876,NA,97,80,776,NA,NA,NA,NA,NA,NA,NA,410,"Currie & Zhao, 1994",subadult,1,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP 10600,278.67,NA,291.05,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,NA,NA,NA,1212.253411,0.165307603
587,Sinraptor_hepingensis,Sinraptor_hepingensis,Theropoda,Allosauroidea,Allosauroidea,Oxfordian,Early_Kimmeridgian,980,NA,115,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gao 1992, 1999",,0,0,"ZDM, Zigong Dinosaur Museum, Zigong, China",ZDM 0024,338.13,NA,352,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,NA,NA,NA,2044.638759,0.165876324
588,Sinusonasus_magnodens,not,Theropoda,Troodontidae,Troodontidae,Early_Aptian,Early_Aptian,141,NA,NA,NA,178.56,NA,NA,NA,NA,NA,NA,NA,106,Xu & Wang 2004; IVPP V11527,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V11527,NA,NA,38.86,0.0586,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,4.78004464,0.228091353
589,Skorpiovenator_bustingorryi,Skorpiovenator,Theropoda,Ceratosauria,Ceratosauria,Late_Cenomanian,Turonian,760,NA,90,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,MMCH-PV 48,,0,0,"MMCH, El Chocon, Argentina",MMCH-PV 48,NA,NA,282.1,0.0377,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,1112.501381,0.183378936
590,Songlingornis_linghensis,Songlingornis,Theropoda,Avialae,Avialae,121,119.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,"Hou 1997; IVPP V10913, partial skeleton with only patial limb bones",,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V10913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,Sonidosaurus_saihangaobiensis,not,Sauropodomorpha,Titanosauria,Titanosauria,Middle_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xu et al. 2006; ischium length = 440 (measured from figure),,0,0,"LH, Long Hao Geologic and Paleontological Research Center",LH V 0010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,Sonorasaurus_thompsoni,Sonorasaurus,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Albian,Cenomanian,NA,700,270,150,980,340,NA,NA,NA,NA,260,890,NA,ASDM 500; Ratkevich & Scarborough 1998,,0,0,"ASDM, Arizona-Sonora Desert Museum",ASDM 500,673.27,NA,700,0,measured,571.13,0.0352,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,26911.83336,0.22586146
591,Soroavisaurus_australis,not,Theropoda,Avialae,Avialae,Late_Campanian,Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,"Chiappe 1993; PVL 4048 (largest individual); tarsometatarsus, proximal width 11.3, distal width 15.2",,0,0,"PVL, Fundación-Instituto Miguel Lillo, Universidad Nacional de Tucumán, Tucumán, Argentina",PVL 4048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,Sphaerotholus_bucholtzae,not,Ornithischia,Pachycephalosauria,Pachycephalosauria,Late_Maastrichtian,Late_Maastrichtian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,"TMP, Royal Tyrrell Museum of Paleontology, Drumheller, Canada",TMP 87.113.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,Sphaerotholus_goodwini,not,Ornithischia,Pachycephalosauria,Pachycephalosauria,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Domes only,0,0,NMMNH,NMMNH_P-27403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,Spinophorosaurus_nigerensis,Spinophorosaurus,Sauropodomorpha,Sauropoda,Sauropoda,Middle_Jurassic,Middle_Jurassic,1215,NA,180,100,700,NA,1121,NA,150,NA,NA,NA,NA,"Remes et al. 2009; all measurements from holotype (GCP-CV-4229) except for humerus (paratype, larger individual); shaft diameters from Remes, pers. comm. 17 December 2011",multiple individuals,0,1,"GCP, Museo Paleontológico de Elche, Spain; NMB, Staatliches
Naturhistorisches Museum Braunschweig, Germany","GCP-CV-4229 (HB 62) (femur of holotype), NMB-1698-R (2.38) (humerus of paratype, slightly larger individual)",448.85,NA,474.6,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,413.99,0.0325,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,10056.79149,0.206017158
921,Spinops_sternbergorum,Spinops_sternbergorum,Ornithischia,Ceratopsidae,Ceratopsidae,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Farke et al. 2011; Similar in size to skull of C. apertus ROM 767,mature,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R16307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,Spinosaurus,Spinosaurus,Theropoda,Megalosauroidea,Megalosauroidea,Early_Cenomanian,Early_Cenomanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estimated as, 20-30% larger (presumed linear dimensions) than Suchomimus by Dal Sasso et al. (2005)",,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,Spinostropheus,Spinostropheus,Theropoda,Ceratosauria,Ceratosauria,Middle_Jurassic,Late_Jurassic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"axial column only (Sereno et al. 2004); middle cervical vertebrae length (approx 70 mm), about 75% the length of those in Dilophosaurus",,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,Spinostropheus,not,Theropoda,Ceratosauria,Ceratosauria,Middle_Jurassic,Late_Jurassic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,Staurikosaurus_pricei,Staurikosaurus,Theropoda,basal_theropod,basal_theropod,Early_Carnian,Middle_Carnian,220,69,NA,24.7,242.5,59,NA,NA,NA,NA,NA,NA,NA,MCZ 1669 (MTC); Colbert 1970,,0,0,"MCZ, Museum of Comparative Zoology, Harvard Unviersity, Cambridge, Massachusetts, USA",MCZ 1669,NA,NA,69,0,measured,NA,NA,NA,23.17172677,0.135
922,Stegoceras_novomexicanum,Stegoceras_novomexicanum,Ornithischia,Pachycephalosauria,Pachycephalosauria,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jasinski & Sullivan 2011,,0,0,"SMP, State Museum of Pennsylvania, Harrisburg, Pennsylvania, USA",SMP VP-2555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,Stegoceras_validum,Stegoceras_validum,Ornithischia,Pachycephalosauria,Pachycephalosauria,Campanian,Campanian,225,60.5,17.9,19.5,226,56.5,86,NA,NA,10,NA,50,100.4,TMP 93.6.3 (cast of UA 2) (MTC); Sues & Galton 1987,,0,0,"TMP, Royal Tyrrell Museum of Paleontology, Drumheller, Canada",TMP 93.6.3 (cast of UA 2),58.77,NA,60.5,0,measured,NA,NA,NA,16.14324908,0.135
924,Stegopelta_landerensis,Stegopelta_landerensis,Ornithischia,Ankylosauria,Ankylosauria,Middle_Cenomanian,Middle_Cenomanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Williston 1905,"partial skeleton, no complete limbs, dist tibial width:145",0,0,"FMNH, Field Museum of Natural History, Chicago, U.S.A",FMNH UR88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,Stegosaurus_mjosi,Stegosaurus_mjosi,Ornithischia,Stegosauria,Stegosauria,Late_Oxfordian,Early_Kimmeridgian,978,345,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,SMA 0018 (pers. comm. S. Maidment),,0,0,SMA,SMA 0018,NA,NA,345,0,measured,330,0,measured,4722.806182,0.152260635
926,Stegosaurus_stenops,Stegosaurus_stenops,Ornithischia,Stegosauria,Stegosauria,Kimmeridgian,Tithonian,1157,366,140.4,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,YPM 1387 (MTC),,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1387,345.42,NA,366,0,measured,316.53,0.0267,HC_for_thyreophorans_using_FC_and_equation_.25.,4869.071464,0.226656656
927,Stegosaurus_ungulatus,Stegosaurus_ungulatus,Ornithischia,Stegosauria,Stegosauria,Kimmeridgian,Tithonian,1348,425,165.7,82.1,678,NA,575,352,132.5,83,NA,NA,94,YPM 1853 (MTC),,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1853,400.4,342.99,425,0,measured,352,0,measured,6953.916053,0.151820969
928,Stenopelix_valdensis,not,Ornithischia,Ornithischia,Ornithischia,Berriasian,Berriasian,144,NA,22,NA,134,NA,NA,NA,NA,NA,NA,61,72,Sereno 1987,MTIII is an estimate,0,0,GZG,GZG 741/2,NA,NA,74.02,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,28.10682954,0.182093585
596,Stokesosaurus_clevelandi,Stokesosaurus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Kimmeridgian,Tithonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Madsen 1974; ilium only; UMNH VP,,0,0,"UMNH, University of Utah Museum of Natural History, Salt Lake City, Utah, USA",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,Stormbergia_dangershoeki,Stormbergia_dangershoeki,Ornithischia,Ornithischia,Ornithischia,Hettangian,Sinemurian,193,NA,27,26,NA,NA,98,NA,NA,NA,NA,NA,NA,Butler 2005,"Assigned to cf. Stormbergia, but most complete appendicular skeleton; holotype SAM-PK-K1105 femur length 202",0,0,"SAM, South African Iziko Museum, Capetown, South Africa",SAM-PK-1107,83.26,NA,88.76,0.0246,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,NA,NA,NA,46.3066986,0.164174855
598,Streptospondylus_altdorfensis,not,Theropoda,Megalosauroidea,Megalosauroidea,Late_Callovian,Early_Oxfordian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allain 2001; postcranial fragments only (type specimen),,0,0,"MNHN, Musee Nationale d'Histoire Naturelle, Paris, France",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,Struthiomimus_altus,not,Theropoda,Ornithomimosauria,Ornithomimosauria,Campanian,Maastrichtian,480,NA,44,36.4,521.5,NA,310,NA,27.6,21,NA,228,365,Russell 1972; AMNH 5339,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5339,126.57,76.69,133.98,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,NA,NA,NA,143.6415444,0.162628872
599,Struthiomimus_altus,Struthiomimus,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Campanian,Maastrichtian,501,145,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,355,AMNH 5375 (MTC); Osborn 1917; Russell 1972,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5375,NA,NA,145,0,measured,NA,NA,NA,178.5081025,0.135
601,Struthiomimus_altus,not,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Campanian,Maastrichtian,655,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,313,NA,BHI 1266 (PJC),,0,0,,,NA,NA,220.99,0.0582,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,568.5799814,0.234396677
930,Struthiosaurus_transilvanicus,Struthiosaurus_transilvanicus,Ornithischia,Ankylosauria,Ankylosauria,Maastrichtian,Maastrichtian,265,96,33,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,BMNH R11011 (MTC),mature; Pereda Suberbiola and Galton 1997,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R11011 (cast),88.67,NA,96,0,measured,85.8,0.0262,HC_for_thyreophorans_using_FC_and_equation_.25.,128.2034551,0.206505693
931,Styracosaurus_albertensis,Styracosaurus_albertensis,Ornithischia,Ceratopsidae,Ceratopsidae,Late_Campanian,Late_Campanian,792,365,NA,NA,631,NA,585.5,280,NA,NA,NA,380,NA,CMN 344 (NEC),length measurements from Chinnery 2004b; femur length is an estimate; skull length from Lull 1933; skull lengths from Sampson (1995); mature,0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 344,NA,NA,365,0,measured,280,0,measured,4167.905739,0.151425611
602,Suchomimus_tenerensis,Suchomimus,Theropoda,Megalosauroidea,Megalosauroidea,Aptian,Albian,1075,400,135,90,950,315,560,239,NA,NA,126,258,NA,MNN GDF 500 (RBJB); Benson & Xu 2008,,0,0,"MNN, Musée National du Niger, Niamey, Republic of Niger",MNN GDF 500,356.97,NA,400,0,measured,239,0,measured,2905.695391,0.135
603,Suchosaurus,not,Theropoda,Megalosauroidea,Megalosauroidea,Aptian,Albian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tooth only,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,Supersaurus_vivianae,not,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,NA,NA,NA,NA,1255,NA,NA,NA,NA,NA,NA,NA,NA,"Curtice & Stadtman 2001; Lovelace et al. 2007; most specimens are from Dry Mesa Quarry, Colorado and include a pubis (BYU 12424), a left ulna (BYU 13744), and an ilium (BYU 13018), measurements of figures with scale bars have never been provided; tibia measurement from Lovelace et al. specimen",,0,0,"BYU, Brigham Young University Geologial Museum, Provo, Utah, USA","BYU 12424, 13744, 13018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,Suuwassea_emilieae,Suuwassea,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,NA,NA,NA,NA,NA,NA,752,402,143,NA,NA,NA,NA,Harris 2007; ANS 21122,,0,0,"ANS, Academy of Natural Sciences, Philadelphia",ANS 21122,NA,NA,488.13,0.0368,FC_for_quadrupedal_sauropodomorphs_using_HC_and_equation_.20.,402,0,measured,10104.78231,0.228509733
604,Suzhousaurus_megatheroides,Suzhousaurus,Theropoda,Therizinosauria,Therizinosauria,Aptian,Albian,840,NA,140,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Li et al. 2007, 2008; referred specimen FRDC-GSJB-2004-001",,0,0,"FRDC, Fossil Research and Development Center, Gansu, China",FRDC-GSJB-2004-001,395.59,NA,410.72,0.0246,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,NA,NA,NA,3124.842255,0.165217085
605,Szechuanosaurus_zigongensis_(ZDM_9011),Yangchuanosaurus_zigongensis,Theropoda,Allosauroidea,Allosauroidea,Bajocian,Callovian,568,NA,60,NA,580,NA,360,NA,NA,NA,NA,200,NA,"Gao 1992; ZDM 9011, measured from figures",,0,0,,,NA,NA,191.94,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,385.9358502,0.183354385
932,Talarurus_plicatospineus,Talarurus_plicatospineus,Ornithischia,Ankylosauria,Ankylosauria,Santonian,Santonian,470,NA,NA,NA,298,NA,335,NA,53,NA,NA,164,89,Maleev 1956; Maryanska 1977,Skull width from Maleev 1952: 350mm; mature?; large size; Maleev 1952,0,0,"PIN, Paleontological Institute, Russian Academy of Sciences, Moscow, Russia",PIN 557-3,NA,NA,193.96,0.0537,FC_for_quadrupedal_dinosaurs_using_FL_and_equation_.16.,161.61,0.0327,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,810.6906139,0.250500794
