Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
737,Colepiocephale_lambei,Colepiocephale_lambei,Ornithischia,Pachycephalosauria,Pachycephalosauria,Middle_Campanian,Middle_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schott et al. 2009,Cranial domes only,0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 8818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,Coloradisaurus_brevis,Coloradisaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Norian,Norian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bonaparte 1978; PVL 3967; skull, vertebrae and appendicular fragments; skull length = 160 mm (snout to quadrate)",,0,0,"PVL, Fundación-Instituto Miguel Lillo, Universidad Nacional de Tucumán, Tucumán, Argentina",PVL 3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,Comahuesaurus_windhauseni,Comahuesaurus,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Late_Aptian,Albian,1217,555,204,130,NA,NA,696,402,140,73,NA,NA,NA,"Carballido et al. 2012; right femur (MOZ-Pv 6761), right humerus (MOZ-Pv 6762) - both measured from figures",at least three individuals represented by bonebed material,0,1,"MOZ, Museo Provincial de Ciencias Naturales ‘Prof. Dr. Juan A. Olsacher’, Zapala, Neuquén, Argentina",MOZ specimens,531.1,342.91,555,0,measured,402,0,measured,12331.49263,0.152014133
327,Compsognathus_corallestris,Compsognathus_corallestris,Theropoda,basal_coelurosaur,basal_coelurosaur,Early_Tithonian,Early_Tithonian,110,NA,NA,11.1,130.2,NA,56,NA,NA,NA,NA,41,80.6,MNHN CNJ 79; Peyer 2006,,0,0,"MNHN, Musee Nationale d'Histoire Naturelle, Paris, France",MNHN CNJ 79,NA,NA,35.88928152,0.0491,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,3.841286709,0.199454272
328,Compsognathus_longipes,Compsognathus_longipes,Theropoda,basal_coelurosaur,basal_coelurosaur,Early_Tithonian,Early_Tithonian,71.5,NA,NA,9.65,85,NA,39,NA,NA,NA,NA,24.7,54.5,BSP ASI 563 (MTC); Ostrom 1978,,0,0,"BSP, Bayerische Staatssammlung für Paläontologie und historische Geologie, Munich, Germany",BSP ASI 563,NA,NA,31.0708985,0.0493,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,2.584287133,0.200499333
665,Concavenator_corcovatus,Concavenator,Theropoda,Allosauroidea,Allosauroidea,Late_Barremian,Late_Barremian,550,NA,NA,69,495,NA,226,NA,NA,NA,NA,147,280,Ortega et al 2010,,0,0,,,NA,NA,235.6050654,0.0486,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,678.0394348,0.206380077
329,Conchoraptor_gracilis,Conchoraptor,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Campanian,Late_Campanian,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,55,141,Skull length = 106 mm; Barsbold 1986; Holtz 1994,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,Concornis_lacustris,Concornis,Theropoda,Avialae,Avialae,Late_Barremian,Late_Barremian,25,NA,NA,2.2,31,NA,32,NA,NA,NA,NA,30,22,Sanz and Buscalioni 1992; Sanz et al 1995; LH-2814,,0,0,"LH, Las Hoyas",LH-2814,NA,NA,6.777611922,0.0527,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.039291182,0.197745692
331,Condorraptor_currumili,Condorraptor,Theropoda,Megalosauroidea,Megalosauroidea,Aalenian,Bajocian,NA,188,62,60,NA,152,NA,NA,NA,NA,NA,NA,NA,"Approximately the same size as Piatnitzkysaurus based on incomplete limb bones (MEF-PV 1690, 1672; Rauhut, 2005)",,0,0,"MPEF, Museo Paleontológico Egidio Feruglio, Trelew, Argentina",,191.65,NA,188,0,measured,NA,NA,NA,364.5444263,0.135
334,Confuciusornis_dui,Confuciusornis_dui,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,35,NA,NA,NA,39.36,NA,42,NA,NA,NA,NA,37,19.5,Hou et al. 1999,,0,0,,,NA,NA,8.03,0.0607,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,0.062625325,0.22788493
333,Confuciusornis_feducciai,not,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,59,NA,6.7,NA,66.24,NA,78.5,NA,NA,NA,NA,73,33.5,Zhang et al 2009,adult,0,0,Dalian Natural Museum,D2454,NA,NA,23.93,0.0383,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,1.260492284,0.179584995
336,Confuciusornis_jianchangensis,not,Theropoda,Avialae,Avialae,121,119.4,42,NA,NA,NA,45.12,NA,NA,NA,NA,NA,NA,NA,21.3,Li et al 2010,,0,0,,,NA,NA,9.87,0.0604,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,0.110431054,0.223802508
332,Confuciusornis_sanctus,Confuciusornis_sanctus,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,56,NA,NA,5.1,62.4,NA,67,NA,NA,NA,NA,54,34,"de Ricqles et al. 2003, near-maximal-sized indivdual by comparison to data in Chiappe et al. 2008; (MOR 1063/NGMC 98-8-2)",,0,0,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 1063,NA,NA,16.11116939,0.0505,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.424784222,0.19963072
335,Confuciusornis_suniae,not,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,45,NA,NA,NA,52.8,NA,51,NA,NA,NA,NA,44,26,Hou et al. 1997,,0,0,,,NA,NA,10.67,0.0603,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,0.136819288,0.224748458
738,Corythosaurus_casuarius,Corythosaurus_casuarius,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1080,NA,NA,130,1000,NA,585,NA,NA,NA,NA,NA,380,AMNH 5240 (MTC); Brown 1916,mature,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5240,NA,NA,419.67,0.0414,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,236.08,0.0513,HC_for_quadrupedal_iguanodontians_using_HL_and_equation_.35.,4361.681338,0.312537114
739,Corythosaurus_intermedius,Corythosaurus_intermedius,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1058.8,365,86.6,108,940,370,536.3,237.5,79.5,69.2,146,635,370,ROM 845 (NEC/MTC); Evans 2010,mature,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 845,306.6,233.86,365,0,measured,237.5,0,measured,3455.663476,0.152373503
740,Craspedodon_lonzeensis,not,Ornithischia,Iguanodontia,Iguanodontia,Santonian,Early_Campanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Godefroit and Lambert 2007,"isolated teeth, compare to Protoceratops hellenikorhinus",0,0,"IRSNB, Institut royal des Sciences naturelles de Belgique, Brussels, Belgium",IRSNB R59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,Crichtonsaurus_benxiensis,Crichtonsaurus_benxiensis,Ornithischia,Ankylosauria,Ankylosauria,Cenomanian,Turonian,320,NA,49,NA,290,NA,230,NA,36,NA,NA,145,NA,Lu et al. 2007; BXGM V0012-1,,0,0,"BXGM, Benxi Geological Museum, Liaoning Province, China",BXGM V0012-1,NA,NA,154.18,0.0474,FC_for_quadrupedal_dinosaurs_using_FML_and_equation_.15.,113.92,0.0332,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,373.0042803,0.229403328
742,Crichtonsaurus_bohlini,Crichtonsaurus_bohlini,Ornithischia,Ankylosauria,Ankylosauria,Cenomanian,Turonian,343,NA,67,NA,NA,NA,240,NA,51,NA,NA,NA,NA,Dong 2002,Total body length estmated at 3 m in the paper,0,0,"LPM, Liaoning Paleontological Museum, China",LPM 101,NA,NA,203.59,0.0471,FC_for_quadrupedal_dinosaurs_using_FML_and_equation_.15.,156.09,0.0328,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,836.7146317,0.230477761
337,Cruxicheiros_newmanorum,not,Theropoda,basal_theropod,basal_theropod,Early_Bathonian,Early_Bathonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benson & Radley 2009,,0,0,"WARWCM, Warwick Museum Service, Warwick, UK",WARMS G15770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,Cryolophosaurus_ellioti,Cryolophosaurus,Theropoda,basal_theropod,basal_theropod,Sinemurian,Pliensbachian,769,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smith et al., 2007",,0,0,"FMNH, Field Museum of Natural History, Chicago, USA",FMNH PR1821,NA,NA,185,0,measured,NA,NA,NA,348.7735625,0.135
743,Cumnoria_prestwichii,Cumnoria_prestwichii,Ornithischia,Iguanodontia,Iguanodontia,Kimmeridgian,Kimmeridgian,NA,NA,NA,NA,NA,NA,297,NA,38,29,NA,NA,NA,Galton 1980a,immature; unfused braincase elements: Galton & Powell 1980,1,0,"OUMNH, Oxford University Museum of Natural History, Oxford, UK",OUMNH J.3303,NA,105.72,NA,NA,NA,110.08,0.0202,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,NA,NA
664,CV00214,CV00214,Theropoda,Allosauroidea,Allosauroidea,Oxfordian,Early_Kimmeridgian,585,NA,NA,NA,580,NA,270,NA,32,29,NA,NA,NA,Dong et al 1983,,0,0,"CV, Chongqing",CV 00214,NA,95.88,194.46,0.0581,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,NA,NA,NA,400.0269975,0.237580342
78,Daanosaurus_zhangi,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Late_Jurassic,Late_Jurassic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ye et al. 2005; femur mentioned but not described or figured, humerus presumably not preserved",juvenile,1,0,"ZDM, Zigong Dinosaur Museum, Zigong, China",ZDM 0193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,Dacentrurus_armatus,Dacentrurus_armatus,Ornithischia,Stegosauria,Stegosauria,Late_Kimmeridgian,Late_Kimmeridgian,1232,NA,165,NA,NA,NA,760,370,123,92,NA,575,NA,BMNH 46013 (RBJB),ulna and radius measurements from Galton 1985; femur is crushed,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH 46013,NA,339.48,429.28,0.0274,FC_for_thyreophorans_using_HC_and_equation_.23.,370,0,measured,7515.970792,0.233433655
663,Daemonosaurus,Daemonosaurus,Theropoda,basal_theropod,basal_theropod,Norian,Norian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,Dakotadon_lakotaensis,Dakotadon_lakotaensis,Ornithischia,Iguanodontia,Iguanodontia,Barremian,Barremian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weishampel and Bjork 1989,no limbs; skull length is an estimate,0,0,"SDSM, South Dakota School of Mines and Technology, Rapid City, South Dakota, USA",SDSM 8656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,Dalianraptor_cuhe,not,Theropoda,Avialae,Avialae,121,119.4,49,NA,NA,6,65,NA,52,NA,NA,NA,NA,42,43,Gao and Liu 2005; DNHM D2139,,0,0,"DNHM, Dalian Museum of Natural History, China",DNHM D2139,NA,NA,19.0465186,0.0501,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.67299308,0.2010419
339,Dalingheornis_liwei,not,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,10.5,NA,1.1,NA,13.536,NA,12.1,NA,NA,NA,NA,11.1,8.4,Zhang et al 2006; CNU VB2005001,,1,0,"CNU, Capital Normal University, Beijing, China",CNU VB2005001,NA,NA,4.3,0.0411,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,NA,NA,NA,0.011246355,0.177803446
340,Dapingfangornis_sentisorhinus,not,Theropoda,Avialae,Avialae,121,119.4,23,NA,NA,2.3,27.84,NA,24,NA,NA,NA,NA,25.5,16,Li et al 2006; LPM 00039,,0,0,"LPM, Liaoning Paleontological Museum",LPM 00039,NA,NA,7.095096101,0.0526,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,NA,NA,NA,0.044561052,0.197746853
79,Dashanpusaurus_dongi,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Bajocian,Callovian,1114,468,170,112,672,NA,921,413,141,77,NA,688,NA,"Humerus and femur from pers. comm. Toru Seika 11 July 2012; Peng et al. 2005; ZDM 5028 includes a femur, 5027 includes a humerus",multiple individuals of similar sizes,0,0,"ZDM, Zigong Dinosaur Museum, Zigong, China","ZDM 5027, 5028",447.66,349.85,468,0,measured,413,0,measured,9822.38409,0.152971924
343,Daspletosaurus_torosus,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Campanian,Campanian,655,226,NA,NA,706.56,NA,225,NA,NA,NA,NA,96,448,Russell 1970; NMC 11315,,0,0,"NMC, National Museums of Canada, Ottawa, Canada",NMC 11315,NA,NA,226,0,measured,NA,NA,NA,604.7253795,0.135
341,Daspletosaurus_torosus,Daspletosaurus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Middle_Campanian,Middle_Campanian,1030,390,108.3,NA,897,NA,NA,NA,NA,NA,NA,NA,490,Russell 1970; and MTC; AMNH 5438,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5438,NA,NA,390,0,measured,NA,NA,NA,2710.319768,0.135
344,Daspletosaurus_torosus,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Campanian,Campanian,1000,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Russell 1970; UA 11,,0,0,UA,UA 11,NA,NA,415,0,measured,NA,NA,NA,3215.185969,0.135
342,Daspletosaurus_torosus,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Middle_Campanian,Middle_Campanian,NA,NA,NA,NA,NA,NA,357,NA,NA,NA,NA,175,NA,NMC 8506 (PJC),,0,0,"NMC, National Museums of Canada, Ottawa, Canada",NMC 8506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Datousaurus_bashanensis,Datousaurus,Sauropodomorpha,Eusauropoda,Eusauropoda,Bajocian,Callovian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dong & Tang 1984,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V.7262-7263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,Daxiatitan_binglingi,Daxiatitan,Sauropodomorpha,Titanosauria,Titanosauria,Early_Cretaceous,Early_Cretaceous,1770,NA,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,You et al. 2008,,0,0,"GSLTZ, Fossil Research and Development Center of the Third Geology and Mineral Resources Exploration Academy of Gansu Province in Lanzhou",GSLTZ P03-001,NA,NA,782.96,0.0204,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,NA,NA,NA,NA,NA
345,Deinocheirus_mirificus,Deinocheirus,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Campanian,Early_Maastrichtian,1320,560,190,120,1140,440,1000,330,120,87,NA,655,600,"Osmolska & Roniewicz 1970; Lee et al. 2014; ZPAL MgD-I/6 [metacarpals, ulna circumference]; MPC 100/127 [all else]; these are very similar sized individuals",,0,0,"ZPAL, Institute of Paleobiology of the Polish Academy of Sciences, Warsaw, Poland",ZPAL MgD-I/6,493.17,327.22,560,0,measured,330,0,measured,7328.230464,0.135
346,Deinonychus_antirrhopus,Deinonychus,Theropoda,Dromaeosauridae,Dromaeosauridae,Albian,Albian,335,116,37.8,32.1,364,101.5,254,NA,NA,NA,NA,192,171,"MCZ 4371 (MTC); Ostrom 1969, 1976",,0,0,"MCZ, Museum of Comparative Zoology, Harvard Unviersity, Cambridge, Massachusetts, USA",MCZ 4371,109.98,NA,116,0,measured,NA,NA,NA,96.6548716,0.135
347,Deinonychus_antirrhopus,not,Theropoda,Dromaeosauridae,Dromaeosauridae,Albian,Albian,NA,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,172,NA,Ostrom (1969); AMNH 3015; McII from YPM 5208 (scaled down by 5%),,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 3015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,Delapparentia_turolensis,not,Ornithischia,Iguanodontia,Iguanodontia,Early_Barremian,Early_Barremian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ruiz-Omeñaca 2011,"no limbs; Illium length as preserved 780 mm, missing anterior more region",0,0,MPT,MPT/I.G.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,Deltadromeus_agilis,not,Theropoda,Ceratosauria,Ceratosauria,Early_Cenomanian,Early_Cenomanian,740,191,55.1,63.6,700,NA,328,NA,NA,NA,NA,NA,450,"SGM-Din 2 (MTC); Sereno et al., 1996",,0,0,SGM,SGM-Din 2,186.69,NA,191,0,measured,NA,NA,NA,380.7617268,0.135
82,Demandasaurus_darwini,Demandasaurus,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Late_Barremian,Early_Aptian,1080,NA,135,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Torcida Fernández-Baldor et al. 2011; MDS-RVII,16 (PDM)",,0,0,"MDS, Museo de Dinosaurios de Salas de los Infantes, Salas de los Infantes, Burgos, Spain","MDS-RVII, 16",323.86,NA,359.93,0.0203,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,281.92,0.03510117,HC_for_quadrupedal_sauropodomorphs_using_FCe,4112.182902,0.215903699
